timestamp,Document No_,Line No_,Sell-to Customer No_,Type,No_,Location Code,Posting Group,Shipment Date,Description,Description 2,Unit of Measure,Quantity,Unit Price,Unit Cost (LCY),VAT _,Line Discount _,Line Discount Amount,Amount,Amount Including VAT,Allow Invoice Disc_,Gross Weight,Net Weight,Units per Parcel,Unit Volume,Appl_-to Item Entry,Shortcut Dimension 1 Code,Shortcut Dimension 2 Code,Customer Price Group,Job No_,Work Type Code,Shipment No_,Shipment Line No_,Order No_,Order Line No_,Bill-to Customer No_,Inv_ Discount Amount,Drop Shipment,Gen_ Bus_ Posting Group,Gen_ Prod_ Posting Group,VAT Calculation Type,Transaction Type,Transport Method,Attached to Line No_,Exit Point,Area,Transaction Specification,Tax Category,Tax Area Code,Tax Liable,Tax Group Code,VAT Clause Code,VAT Bus_ Posting Group,VAT Prod_ Posting Group,Blanket Order No_,Blanket Order Line No_,VAT Base Amount,Unit Cost,System-Created Entry,Line Amount,VAT Difference,VAT Identifier,IC Partner Ref_ Type,IC Partner Reference,Prepayment Line,IC Partner Code,Posting Date,IC Item Reference No_,Pmt_ Discount Amount,Line Discount Calculation,Dimension Set ID,Job Task No_,Job Contract Entry No_,Deferral Code,Variant Code,Bin Code,Qty_ per Unit of Measure,Unit of Measure Code,Quantity (Base),FA Posting Date,Depreciation Book Code,Depr_ until FA Posting Date,Duplicate in Depreciation Book,Use Duplication List,Responsibility Center,Cross-Reference No_,Unit of Measure (Cross Ref_),Cross-Reference Type,Cross-Reference Type No_,Item Category Code,Nonstock,Purchasing Code,Product Group Code,Item Reference No_,Item Reference Unit of Measure,Item Reference Type,Item Reference Type No_,Appl_-from Item Entry,Return Reason Code,Price Calculation Method,Allow Line Disc_,Customer Disc_ Group,Price description,Pmt_ Disc_ Given Amount (Old),EC _,EC Difference,$systemId,$systemCreatedAt,$systemCreatedBy,$systemModifiedAt,$systemModifiedBy
b'\x00\x00\x00\x00\x00\x03\xe6-',103008,10000,50000,2,1906-S,,MERCADERÍA,2023-04-16,Pedestal móvil ATENAS,,Unidad,6.00000000000000000000,435.80000000000000000000,339.90000000000000000000,21.00000000000000000000,0E-20,0E-20,2614.80000000000000000000,3163.91000000000000000000,1,19.67000000000000000000,17.10000000000000000000,0E-20,0.26000000000000000000,0,,MEDIO,,,,,0,,0,50000,0E-20,0,NAC,MERCADERÍA,0,,,0,,,,,,0,,,NAC,IVA21,,0,2614.80000000000000000000,339.90000000000000000000,0,2614.80000000000000000000,0E-20,IVA21,0,,0,,2022-01-25,,0E-20,0,14,,0,,,,1.00000000000000000000,UDS,6.00000000000000000000,1753-01-01,,0,,0,,,,0,,ESCRITORIO,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,4567F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:16.897,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:16.897,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xe6]',103009,10000,30000,2,1928-S,,MERCADERÍA,2023-04-16,Lámpara giratoria roja,,Piece,7.00000000000000000000,55.20000000000000000000,43.10000000000000000000,0E-20,0E-20,0E-20,386.40000000000000000000,386.40000000000000000000,1,4.03000000000000000000,3.50000000000000000000,0E-20,0.03000000000000000000,0,,MEDIO,,,,,0,,0,30000,0E-20,0,EXPORT.,MERCADERÍA,0,,,0,,,,,,0,,,EXPORT.,IVA21,,0,386.40000000000000000000,43.10000000000000000000,0,386.40000000000000000000,0E-20,IVA21,0,,0,,2022-01-26,,0E-20,0,9,,0,,,,1.00000000000000000000,UDS,7.00000000000000000000,1753-01-01,,0,,0,,,,0,,VARIOS,0,,,SWIVELLAMP,UDS,1,30000,0,,1,1,,,0E-20,0E-20,0E-20,4667F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:16.993,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:16.993,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xe6\x94',103010,10000,40000,2,1908-S,,MERCADERÍA,2023-04-16,"Silla giratoria LONDRES, azul",,stück,5.00000000000000000000,191.00000000000000000000,148.90000000000000000000,0E-20,0E-20,0E-20,955.00000000000000000000,955.00000000000000000000,1,15.99000000000000000000,13.90000000000000000000,0E-20,0.25000000000000000000,0,,PEQUEÑO,,,,,0,,0,40000,0E-20,0,UE,MERCADERÍA,1,,,0,,,,,,0,,,UE,IVA21,,0,955.00000000000000000000,148.90000000000000000000,0,955.00000000000000000000,0E-20,IVA21,0,,0,,2022-01-26,,0E-20,0,12,,0,,,,1.00000000000000000000,UDS,5.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,4767F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.100,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:17.100,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xe6\xa5',103010,20000,40000,2,1920-S,,MERCADERÍA,2023-04-16,Mesa de conferencia AMBERES,,stück,3.00000000000000000000,651.10000000000000000000,508.00000000000000000000,0E-20,0E-20,0E-20,1953.30000000000000000000,1953.30000000000000000000,1,28.06000000000000000000,24.40000000000000000000,0E-20,0.90000000000000000000,0,,PEQUEÑO,,,,,0,,0,40000,0E-20,0,UE,MERCADERÍA,1,,,0,,,,,,0,,,UE,IVA21,,0,1953.30000000000000000000,508.00000000000000000000,0,1953.30000000000000000000,0E-20,IVA21,0,,0,,2022-01-26,,0E-20,0,12,,0,,,,1.00000000000000000000,UDS,3.00000000000000000000,1753-01-01,,0,,0,,,,0,,ESCRITORIO,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,4867F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.123,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:17.123,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xe6\xaf',103010,30000,40000,2,1968-S,,MERCADERÍA,2023-04-16,"Silla giratoria MÉXICO, negra",,stück,4.00000000000000000000,191.00000000000000000000,148.90000000000000000000,0E-20,0E-20,0E-20,764.00000000000000000000,764.00000000000000000000,1,15.99000000000000000000,13.90000000000000000000,0E-20,0.25000000000000000000,0,,PEQUEÑO,,,,,0,,0,40000,0E-20,0,UE,MERCADERÍA,1,,,0,,,,,,0,,,UE,IVA21,,0,764.00000000000000000000,148.90000000000000000000,0,764.00000000000000000000,0E-20,IVA21,0,,0,,2022-01-26,,0E-20,0,12,,0,,,,1.00000000000000000000,UDS,4.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,4967F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.137,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:17.137,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xe6\xb1',103010,40000,40000,2,1980-S,,MERCADERÍA,2023-04-16,"Silla giratoria MOSCÚ, roja",,stück,1.00000000000000000000,191.00000000000000000000,148.90000000000000000000,0E-20,0E-20,0E-20,191.00000000000000000000,191.00000000000000000000,1,15.99000000000000000000,13.90000000000000000000,0E-20,0.25000000000000000000,0,,PEQUEÑO,,,,,0,,0,40000,0E-20,0,UE,MERCADERÍA,1,,,0,,,,,,0,,,UE,IVA21,,0,191.00000000000000000000,148.90000000000000000000,0,191.00000000000000000000,0E-20,IVA21,0,,0,,2022-01-26,,0E-20,0,12,,0,,,,1.00000000000000000000,UDS,1.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,4A67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.150,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:17.150,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xe6\xe8',103011,10000,20000,2,1900-S,,MERCADERÍA,2023-04-16,"Silla inv. PARÍS, negra",,Unidad,4.00000000000000000000,193.70000000000000000000,151.10000000000000000000,21.00000000000000000000,0E-20,0E-20,774.80000000000000000000,937.51000000000000000000,1,9.55000000000000000000,8.30000000000000000000,0E-20,0.25000000000000000000,0,,GRANDE,,,,,0,,0,20000,0E-20,0,NAC,MERCADERÍA,0,,,0,,,,,,0,,,NAC,IVA21,,0,774.80000000000000000000,151.10000000000000000000,0,774.80000000000000000000,0E-20,IVA21,0,,0,,2022-01-28,,0E-20,0,5,,0,,,,1.00000000000000000000,UDS,4.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,4B67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.263,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:17.263,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xe7!',103012,10000,30000,2,1896-S,,MERCADERÍA,2023-04-16,ATHENS Desk,,Piece,4.00000000000000000000,1005.80000000000000000000,784.60000000000000000000,0E-20,0E-20,0E-20,4023.20000000000000000000,4023.20000000000000000000,1,39.79000000000000000000,34.60000000000000000000,0E-20,1.20000000000000000000,0,,MEDIO,,,,,0,,0,30000,0E-20,0,EXPORT.,MERCADERÍA,0,,,0,,,,,,0,,,EXPORT.,IVA21,,0,4023.20000000000000000000,784.60000000000000000000,0,4023.20000000000000000000,0E-20,IVA21,0,,0,,2022-01-29,,0E-20,0,9,,0,,,,1.00000000000000000000,UDS,4.00000000000000000000,1753-01-01,,0,,0,,,,0,,MESA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,4C67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.363,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:17.363,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xe72',103012,20000,30000,2,1936-S,,MERCADERÍA,2023-04-16,"BERLIN Guest Chair, yellow",,Piece,8.00000000000000000000,193.70000000000000000000,151.10000000000000000000,0E-20,0E-20,0E-20,1549.60000000000000000000,1549.60000000000000000000,1,9.55000000000000000000,8.30000000000000000000,0E-20,0.25000000000000000000,0,,MEDIO,,,,,0,,0,30000,0E-20,0,EXPORT.,MERCADERÍA,0,,,0,,,,,,0,,,EXPORT.,IVA21,,0,1549.60000000000000000000,151.10000000000000000000,0,1549.60000000000000000000,0E-20,IVA21,0,,0,,2022-01-29,,0E-20,0,9,,0,,,,1.00000000000000000000,UDS,8.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,4D67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.383,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:17.383,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xe7<',103012,30000,30000,2,1972-S,,MERCADERÍA,2023-04-16,"MUNICH Swivel Chair, yellow",,Piece,5.00000000000000000000,191.00000000000000000000,148.90000000000000000000,0E-20,0E-20,0E-20,955.00000000000000000000,955.00000000000000000000,1,15.99000000000000000000,13.90000000000000000000,0E-20,0.25000000000000000000,0,,MEDIO,,,,,0,,0,30000,0E-20,0,EXPORT.,MERCADERÍA,0,,,0,,,,,,0,,,EXPORT.,IVA21,,0,955.00000000000000000000,148.90000000000000000000,0,955.00000000000000000000,0E-20,IVA21,0,,0,,2022-01-29,,0E-20,0,9,,0,,,,1.00000000000000000000,UDS,5.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,4E67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.397,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:17.397,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xe7>',103012,40000,30000,2,1996-S,,MERCADERÍA,2023-04-16,"ATLANTA Whiteboard, base",,Piece,3.00000000000000000000,1404.30000000000000000000,1095.30000000000000000000,0E-20,0E-20,0E-20,4212.90000000000000000000,4212.90000000000000000000,1,80.27000000000000000000,69.80000000000000000000,0E-20,0.31000000000000000000,0,,MEDIO,,,,,0,,0,30000,0E-20,0,EXPORT.,MERCADERÍA,0,,,0,,,,,,0,,,EXPORT.,IVA21,,0,4212.90000000000000000000,1095.30000000000000000000,0,4212.90000000000000000000,0E-20,IVA21,0,,0,,2022-01-29,,0E-20,0,9,,0,,,,1.00000000000000000000,UDS,3.00000000000000000000,1753-01-01,,0,,0,,,,0,,VARIOS,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,4F67F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.410,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:17.410,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xe7}',103013,10000,50000,2,1920-S,,MERCADERÍA,2023-04-16,Mesa de conferencia AMBERES,,Unidad,2.00000000000000000000,651.10000000000000000000,508.00000000000000000000,21.00000000000000000000,0E-20,0E-20,1302.20000000000000000000,1575.66000000000000000000,1,28.06000000000000000000,24.40000000000000000000,0E-20,0.90000000000000000000,0,,MEDIO,,,,,0,,0,50000,0E-20,0,NAC,MERCADERÍA,0,,,0,,,,,,0,,,NAC,IVA21,,0,1302.20000000000000000000,508.00000000000000000000,0,1302.20000000000000000000,0E-20,IVA21,0,,0,,2022-01-31,,0E-20,0,14,,0,,,,1.00000000000000000000,UDS,2.00000000000000000000,1753-01-01,,0,,0,,,,0,,ESCRITORIO,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,5067F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.533,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:17.533,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x03\xe7\x7f',103013,20000,50000,2,1988-S,,MERCADERÍA,2023-04-16,"Silla inv. SEUL, roja",,Unidad,4.00000000000000000000,193.70000000000000000000,151.10000000000000000000,21.00000000000000000000,0E-20,0E-20,774.80000000000000000000,937.51000000000000000000,1,9.55000000000000000000,8.30000000000000000000,0E-20,0.25000000000000000000,0,,MEDIO,,,,,0,,0,50000,0E-20,0,NAC,MERCADERÍA,0,,,0,,,,,,0,,,NAC,IVA21,,0,774.80000000000000000000,151.10000000000000000000,0,774.80000000000000000000,0E-20,IVA21,0,,0,,2022-01-31,,0E-20,0,14,,0,,,,1.00000000000000000000,UDS,4.00000000000000000000,1753-01-01,,0,,0,,,,0,,SILLA,0,,,,,0,,0,,1,1,,,0E-20,0E-20,0E-20,5167F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.547,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:17.547,00000000-0000-0000-0000-000000000001
