timestamp,Entry No_,Item No_,Posting Date,Entry Type,Source No_,Document No_,Description,Location Code,Quantity,Remaining Quantity,Invoiced Quantity,Applies-to Entry,Open,Global Dimension 1 Code,Global Dimension 2 Code,Positive,Shpt_ Method Code,Source Type,Drop Shipment,Transaction Type,Transport Method,Country_Region Code,Entry_Exit Point,Document Date,External Document No_,Area,Transaction Specification,No_ Series,Document Type,Document Line No_,Order Type,Order No_,Order Line No_,Dimension Set ID,Assemble to Order,Job No_,Job Task No_,Job Purchase,Variant Code,Qty_ per Unit of Measure,Unit of Measure Code,Derived from Blanket Order,Cross-Reference No_,Originally Ordered No_,Originally Ordered Var_ Code,Out-of-Stock Substitution,Item Category Code,Nonstock,Purchasing Code,Product Group Code,Item Reference No_,Completely Invoiced,Last Invoice Date,Applied Entry to Adjust,Correction,Shipped Qty_ Not Returned,Prod_ Order Comp_ Line No_,Serial No_,Lot No_,Warranty Date,Expiration Date,Item Tracking,Package No_,Return Reason Code,Shipment Method Code,$systemId,$systemCreatedAt,$systemCreatedBy,$systemModifiedAt,$systemModifiedBy
b'\x00\x00\x00\x00\x00\x04\x1a\x91',11,1996-S,2022-01-23,1,10000,102007,,,-4.00000000000000000000,0E-20,-4.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-01-23,,,,V-FAC+,1,30000,0,,0,3,0,,,0,,1.00000000000000000000,UDS,0,,,,0,VARIOS,0,,,,1,2022-01-23,0,0,-4.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,F96B4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:16.783,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:44.607,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04#S',12,1906-S,2022-01-25,1,50000,102008,,,-6.00000000000000000000,0E-20,-6.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-01-25,,,,V-FAC+,1,10000,0,,0,14,0,,,0,,1.00000000000000000000,UDS,0,,,,0,ESCRITORIO,0,,,,1,2022-01-25,0,0,-6.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,116C4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:16.883,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:46.967,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04!\x8e',13,1928-S,2022-01-26,1,30000,102009,Lámpara giratoria roja,,-7.00000000000000000000,0E-20,-7.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-01-26,,,,V-FAC+,1,10000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,VARIOS,0,,,SWIVELLAMP,1,2022-01-26,0,0,-7.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,2B6C4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:16.983,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:46.457,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1d\r',14,1908-S,2022-01-26,1,40000,102010,,,-5.00000000000000000000,0E-20,-5.00000000000000000000,0,0,,PEQUEÑO,0,,1,0,,,DE,,2022-01-26,,,,V-FAC+,1,10000,0,,0,12,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-01-26,0,0,-5.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,446C4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.090,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:45.367,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1b\x10',15,1920-S,2022-01-26,1,40000,102010,,,-3.00000000000000000000,0E-20,-3.00000000000000000000,0,0,,PEQUEÑO,0,,1,0,,,DE,,2022-01-26,,,,V-FAC+,1,20000,0,,0,12,0,,,0,,1.00000000000000000000,UDS,0,,,,0,ESCRITORIO,0,,,,1,2022-01-26,0,0,-3.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,4E6C4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.113,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:44.757,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1e\xbf',16,1968-S,2022-01-26,1,40000,102010,,,-4.00000000000000000000,0E-20,-4.00000000000000000000,0,0,,PEQUEÑO,0,,1,0,,,DE,,2022-01-26,,,,V-FAC+,1,30000,0,,0,12,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-01-26,0,0,-4.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,566C4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.127,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:45.783,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1fl',17,1980-S,2022-01-26,1,40000,102010,,,-1.00000000000000000000,0E-20,-1.00000000000000000000,0,0,,PEQUEÑO,0,,1,0,,,DE,,2022-01-26,,,,V-FAC+,1,40000,0,,0,12,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-01-26,0,0,-1.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,5E6C4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.143,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:45.923,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1f<',18,1900-S,2022-01-28,1,20000,102011,,,-4.00000000000000000000,0E-20,-4.00000000000000000000,0,0,,GRANDE,0,,1,0,,,ES,,2022-01-28,,,,V-FAC+,1,10000,0,,0,5,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-01-28,0,0,-4.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,756C4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.253,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:45.900,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04 m',19,1896-S,2022-01-29,1,30000,102012,ATHENS Desk,,-4.00000000000000000000,0E-20,-4.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-01-29,,,,V-FAC+,1,10000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,MESA,0,,,,1,2022-01-29,0,0,-4.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,8F6C4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.353,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:46.187,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x18A',20,1936-S,2022-01-29,1,30000,102012,"BERLIN Guest Chair, yellow",,-8.00000000000000000000,0E-20,-8.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-01-29,,,,V-FAC+,1,20000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-01-29,0,0,-8.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,996C4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.373,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:43.827,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1eB',21,1972-S,2022-01-29,1,30000,102012,"MUNICH Swivel Chair, yellow",,-5.00000000000000000000,0E-20,-5.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-01-29,,,,V-FAC+,1,30000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-01-29,0,0,-5.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,A16C4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.387,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:45.663,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1c\x90',22,1996-S,2022-01-29,1,30000,102012,"ATLANTA Whiteboard, base",,-3.00000000000000000000,0E-20,-3.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-01-29,,,,V-FAC+,1,40000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,VARIOS,0,,,,1,2022-01-29,0,0,-3.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,A96C4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.403,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:45.243,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1b1',23,1920-S,2022-01-31,1,50000,102013,,,-2.00000000000000000000,0E-20,-2.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-01-31,,,,V-FAC+,1,10000,0,,0,14,0,,,0,,1.00000000000000000000,UDS,0,,,,0,ESCRITORIO,0,,,,1,2022-01-31,0,0,-2.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,C06C4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.523,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:44.763,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1d/',24,1988-S,2022-01-31,1,50000,102013,,,-4.00000000000000000000,0E-20,-4.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-01-31,,,,V-FAC+,1,20000,0,,0,14,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-01-31,0,0,-4.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,CA6C4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.537,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:45.400,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04 \xee',25,1960-S,2022-02-01,1,30000,102014,"ROME Guest Chair, green",,-1.00000000000000000000,0E-20,-1.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-02-01,,,,V-FAC+,1,10000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-02-01,0,0,-1.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,E26C4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.640,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:46.317,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x19\x8f',26,2000-S,2022-02-01,1,30000,102014,"SYDNEY Swivel Chair, green",,-5.00000000000000000000,0E-20,-5.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-02-01,,,,V-FAC+,1,20000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-02-01,0,0,-5.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,EC6C4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.657,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:44.190,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04!\x90',27,1928-S,2022-02-17,1,20000,102015,,,-3.00000000000000000000,0E-20,-3.00000000000000000000,0,0,,GRANDE,0,,1,0,,,ES,,2022-02-17,,,,V-FAC+,1,10000,0,,0,5,0,,,0,,1.00000000000000000000,UDS,0,,,,0,VARIOS,0,,,,1,2022-02-17,0,0,-3.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,036D4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.757,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:46.457,00000000-0000-0000-0000-000000000001
"b""\x00\x00\x00\x00\x00\x04'l""",28,1960-S,2022-02-17,1,10000,102016,,,-4.00000000000000000000,0E-20,-4.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-02-17,,,,V-FAC+,1,10000,0,,0,3,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-02-17,0,0,-4.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,1D6D4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.850,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:48.047,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04#\xd0',29,1988-S,2022-02-19,1,30000,102017,"SEOUL Guest Chair, red",,-1.00000000000000000000,0E-20,-1.00000000000000000000,0,0,,MEDIO,0,,1,0,,,US,,2022-02-19,,,,V-FAC+,1,10000,0,,0,9,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-02-19,0,0,-1.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,376D4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:17.953,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:47.107,00000000-0000-0000-0000-000000000001
"b""\x00\x00\x00\x00\x00\x04'n""",30,1960-S,2022-02-20,1,40000,102018,,,-2.00000000000000000000,0E-20,-2.00000000000000000000,0,0,,PEQUEÑO,0,,1,0,,,DE,,2022-02-20,,,,V-FAC+,1,10000,0,,0,12,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-02-20,0,0,-2.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,506D4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:18.050,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:48.050,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04%V',31,1900-S,2022-02-21,1,20000,102019,,,-5.00000000000000000000,0E-20,-5.00000000000000000000,0,0,,GRANDE,0,,1,0,,,ES,,2022-02-21,,,,V-FAC+,1,10000,0,,0,5,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-02-21,0,0,-5.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,696D4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:18.157,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:47.497,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04(\xff',32,1964-S,2022-02-21,1,20000,102019,,,-5.00000000000000000000,0E-20,-5.00000000000000000000,0,0,,GRANDE,0,,1,0,,,ES,,2022-02-21,,,,V-FAC+,1,20000,0,,0,5,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-02-21,0,0,-5.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,736D4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:18.170,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:48.423,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04%\x82',33,1980-S,2022-02-21,1,20000,102019,,,-3.00000000000000000000,0E-20,-3.00000000000000000000,0,0,,GRANDE,0,,1,0,,,ES,,2022-02-21,,,,V-FAC+,1,30000,0,,0,5,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-02-21,0,0,-3.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,7B6D4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:18.187,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:47.523,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04&\xf0',34,1896-S,2022-02-21,1,10000,102020,,,-7.00000000000000000000,0E-20,-7.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-02-21,,,,V-FAC+,1,10000,0,,0,3,0,,,0,,1.00000000000000000000,UDS,0,,,,0,MESA,0,,,,1,2022-02-21,0,0,-7.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,936D4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:18.300,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:47.923,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04$\xdb',35,1972-S,2022-02-21,1,10000,102020,,,-2.00000000000000000000,0E-20,-2.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-02-21,,,,V-FAC+,1,20000,0,,0,3,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-02-21,0,0,-2.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,9D6D4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:18.313,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:47.370,00000000-0000-0000-0000-000000000001
"b'\x00\x00\x00\x00\x00\x04""\x0e'",36,1996-S,2022-02-21,1,10000,102020,,,-4.00000000000000000000,0E-20,-4.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-02-21,,,,V-FAC+,1,30000,0,,0,3,0,,,0,,1.00000000000000000000,UDS,0,,,,0,VARIOS,0,,,,1,2022-02-21,0,0,-4.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,A56D4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:18.327,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:46.593,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04)\xbd',37,1906-S,2022-02-22,1,50000,102021,,,-8.00000000000000000000,0E-20,-8.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-02-22,,,,V-FAC+,1,10000,0,,0,14,0,,,0,,1.00000000000000000000,UDS,0,,,,0,ESCRITORIO,0,,,,1,2022-02-22,0,0,-8.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,BD6D4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:18.437,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:48.647,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04&y',38,1968-S,2022-02-22,1,50000,102021,,,-2.00000000000000000000,0E-20,-2.00000000000000000000,0,0,,MEDIO,0,,1,0,,,ES,,2022-02-22,,,,V-FAC+,1,20000,0,,0,14,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-02-22,0,0,-2.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,C76D4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:18.457,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:47.813,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04#\xb2',39,1908-S,2022-02-24,1,40000,102022,,,-5.00000000000000000000,0E-20,-5.00000000000000000000,0,0,,PEQUEÑO,0,,1,0,,,DE,,2022-02-24,,,,V-FAC+,1,10000,0,,0,12,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-02-24,0,0,-5.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,DF6D4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:18.570,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:47.087,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1b4',40,1920-S,2022-02-24,1,40000,102022,,,-2.00000000000000000000,0E-20,-2.00000000000000000000,0,0,,PEQUEÑO,0,,1,0,,,DE,,2022-02-24,,,,V-FAC+,1,20000,0,,0,12,0,,,0,,1.00000000000000000000,UDS,0,,,,0,ESCRITORIO,0,,,,1,2022-02-24,0,0,-2.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,E96D4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:18.583,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:44.770,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04&{',41,1968-S,2022-02-24,1,40000,102022,,,-4.00000000000000000000,0E-20,-4.00000000000000000000,0,0,,PEQUEÑO,0,,1,0,,,DE,,2022-02-24,,,,V-FAC+,1,30000,0,,0,12,0,,,0,,1.00000000000000000000,UDS,0,,,,0,SILLA,0,,,,1,2022-02-24,0,0,-4.00000000000000000000,0,,,1753-01-01,1753-01-01,0,,,,F16D4DA9-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:18.597,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:47.820,00000000-0000-0000-0000-000000000001
