timestamp,Document No_,Line No_,Buy-from Vendor No_,Type,No_,Location Code,Posting Group,Expected Receipt Date,Description,Description 2,Unit of Measure,Quantity,Direct Unit Cost,Unit Cost (LCY),VAT _,Line Discount _,Line Discount Amount,Amount,Amount Including VAT,Unit Price (LCY),Allow Invoice Disc_,Gross Weight,Net Weight,Units per Parcel,Unit Volume,Appl_-to Item Entry,Shortcut Dimension 1 Code,Shortcut Dimension 2 Code,Job No_,Indirect Cost _,Receipt No_,Receipt Line No_,Order No_,Order Line No_,Pay-to Vendor No_,Inv_ Discount Amount,Vendor Item No_,Gen_ Bus_ Posting Group,Gen_ Prod_ Posting Group,VAT Calculation Type,Transaction Type,Transport Method,Attached to Line No_,Entry Point,Area,Transaction Specification,Tax Area Code,Tax Liable,Tax Group Code,Use Tax,VAT Bus_ Posting Group,VAT Prod_ Posting Group,Blanket Order No_,Blanket Order Line No_,VAT Base Amount,Unit Cost,System-Created Entry,Line Amount,VAT Difference,VAT Identifier,IC Partner Ref_ Type,IC Partner Reference,Prepayment Line,IC Partner Code,Posting Date,IC Cross-Reference No_,Pmt_ Discount Amount,Dimension Set ID,Job Task No_,Job Line Type,Job Unit Price,Job Total Price,Job Line Amount,Job Line Discount Amount,Job Line Discount _,Job Unit Price (LCY),Job Total Price (LCY),Job Line Amount (LCY),Job Line Disc_ Amount (LCY),Job Currency Factor,Job Currency Code,Deferral Code,Prod_ Order No_,Variant Code,Bin Code,Qty_ per Unit of Measure,Unit of Measure Code,Quantity (Base),FA Posting Date,FA Posting Type,Depreciation Book Code,Salvage Value,Depr_ until FA Posting Date,Depr_ Acquisition Cost,Maintenance Code,Insurance No_,Budgeted FA No_,Duplicate in Depreciation Book,Use Duplication List,Responsibility Center,Cross-Reference No_,Unit of Measure (Cross Ref_),Cross-Reference Type,Cross-Reference Type No_,Item Category Code,Nonstock,Purchasing Code,Product Group Code,Item Reference No_,Item Reference Unit of Measure,Item Reference Type,Item Reference Type No_,Return Reason Code,Price Calculation Method,Pmt_ Disc_ Rcd_ Amount (Old),EC _,EC Difference,Routing No_,Operation No_,Work Center No_,Prod_ Order Line No_,Overhead Rate,Routing Reference No_,$systemId,$systemCreatedAt,$systemCreatedBy,$systemModifiedAt,$systemModifiedBy
b'\x00\x00\x00\x00\x00\x04\x1ah',108011,10000,10000,2,1968-S,OESTE,MERCADERÍA,2022-01-01,"MEXICO Swivel Chair, black",,Unidad,5.00000000000000000000,148.90000000000000000000,148.90000000000000000000,0E-20,0E-20,0E-20,744.50000000000000000000,744.50000000000000000000,191.00000000000000000000,1,15.99000000000000000000,13.90000000000000000000,0E-20,0.25000000000000000000,0,,,,0E-20,,0,,0,10000,0E-20,,EXPORT.,MERCADERÍA,0,,,0,,,,,0,,0,EXPORT.,IVA21,,0,744.50000000000000000000,148.90000000000000000000,0,744.50000000000000000000,0E-20,IVA21,0,,0,,2022-01-01,,0E-20,16,,0,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,,,,,,1.00000000000000000000,UDS,5.00000000000000000000,1753-01-01,0,,0E-20,0,0,,,,,0,,,,0,,SILLA,0,,,,,0,,,1,0E-20,0E-20,0E-20,,,,0,0E-20,0,FD68F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:44.523,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:44.523,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1a\xc5',108012,10000,50000,2,1996-S,,MERCADERÍA,2022-01-01,"Pizarra ATLANTA, base",,Unidad,5.00000000000000000000,1095.30000000000000000000,1095.30000000000000000000,21.00000000000000000000,0E-20,0E-20,5476.50000000000000000000,6626.57000000000000000000,1404.30000000000000000000,1,80.27000000000000000000,69.80000000000000000000,0E-20,0.31000000000000000000,0,,,,0E-20,,0,,0,50000,0E-20,,NAC,MERCADERÍA,0,,,0,,,,,0,,0,NAC,IVA21,,0,5476.50000000000000000000,1095.30000000000000000000,0,5476.50000000000000000000,0E-20,IVA21,0,,0,,2022-11-01,,0E-20,1,,0,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,,,,,,1.00000000000000000000,UDS,5.00000000000000000000,1753-01-01,0,,0E-20,0,0,,,,,0,,,,0,,VARIOS,0,,,,,0,,,1,0E-20,0E-20,0E-20,,,,0,0E-20,0,FE68F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:44.657,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:44.657,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1bP',108013,10000,40000,2,1920-S,,MERCADERÍA,2022-01-01,Mesa de conferencia AMBERES,,Unidad,10.00000000000000000000,508.00000000000000000000,508.00000000000000000000,21.00000000000000000000,0E-20,0E-20,5080.00000000000000000000,6146.80000000000000000000,651.10000000000000000000,1,28.06000000000000000000,24.40000000000000000000,0E-20,0.90000000000000000000,0,,,,0E-20,,0,,0,40000,0E-20,,NAC,MERCADERÍA,0,,,0,,,,,0,,0,NAC,IVA21,,0,5080.00000000000000000000,508.00000000000000000000,0,5080.00000000000000000000,0E-20,IVA21,0,,0,,2022-09-01,,0E-20,17,,0,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,,,,,,1.00000000000000000000,UDS,10.00000000000000000000,1753-01-01,0,,0E-20,0,0,,,,,0,,,,0,,ESCRITORIO,0,,,,,0,,,1,0E-20,0E-20,0E-20,,,,0,0E-20,0,FF68F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:44.807,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:44.807,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1b\xe4',108014,10000,40000,2,1936-S,,MERCADERÍA,2022-01-01,"Silla invit. BERLÍN, amar.",,Unidad,90.00000000000000000000,151.10000000000000000000,151.10000000000000000000,21.00000000000000000000,0E-20,0E-20,13599.00000000000000000000,16454.79000000000000000000,193.70000000000000000000,1,9.55000000000000000000,8.30000000000000000000,0E-20,0.25000000000000000000,0,,,,0E-20,,0,,0,40000,0E-20,,NAC,MERCADERÍA,0,,,0,,,,,0,,0,NAC,IVA21,,0,13599.00000000000000000000,151.10000000000000000000,0,13599.00000000000000000000,0E-20,IVA21,0,,0,,2022-12-01,,0E-20,17,,0,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,,,,,,1.00000000000000000000,UDS,90.00000000000000000000,1753-01-01,0,,0E-20,0,0,,,,,0,,,,0,,SILLA,0,,,,,0,,,1,0E-20,0E-20,0E-20,,,,0,0E-20,0,0069F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:44.987,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:44.987,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1cR',108015,10000,40000,2,2000-S,,MERCADERÍA,2022-01-01,"Silla giratoria SIDNEY, verde",,Unidad,28.00000000000000000000,148.90000000000000000000,148.90000000000000000000,21.00000000000000000000,0E-20,0E-20,4169.20000000000000000000,5044.73000000000000000000,191.00000000000000000000,1,15.99000000000000000000,13.90000000000000000000,0E-20,0.25000000000000000000,0,,,,0E-20,,0,,0,40000,0E-20,,NAC,MERCADERÍA,0,,,0,,,,,0,,0,NAC,IVA21,,0,4169.20000000000000000000,148.90000000000000000000,0,4169.20000000000000000000,0E-20,IVA21,0,,0,,2022-12-01,,0E-20,17,,0,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,,,,,,1.00000000000000000000,UDS,28.00000000000000000000,1753-01-01,0,,0E-20,0,0,,,,,0,,,,0,,SILLA,0,,,,,0,,,1,0E-20,0E-20,0E-20,,,,0,0E-20,0,0169F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:45.143,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:45.143,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1c\xc2',108016,10000,30000,2,1996-S,,MERCADERÍA,2022-01-01,"Pizarra ATLANTA, base",,Unidad,5.00000000000000000000,1095.30000000000000000000,1095.30000000000000000000,0E-20,0E-20,0E-20,5476.50000000000000000000,5476.50000000000000000000,1404.30000000000000000000,1,80.27000000000000000000,69.80000000000000000000,0E-20,0.31000000000000000000,0,,,,0E-20,,0,,0,30000,0E-20,,UE,MERCADERÍA,1,,,0,,,,,0,,0,UE,IVA21,,0,5476.50000000000000000000,1095.30000000000000000000,0,5476.50000000000000000000,0E-20,IVA21,0,,0,,2022-12-01,,0E-20,10,,0,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,,,,,,1.00000000000000000000,UDS,5.00000000000000000000,1753-01-01,0,,0E-20,0,0,,,,,0,,,,0,,VARIOS,0,,,,,0,,,1,0E-20,0E-20,0E-20,,,,0,0E-20,0,0269F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:45.270,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:45.270,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1d]',108017,10000,20000,2,1908-S,,MERCADERÍA,2022-01-01,"Silla giratoria LONDRES, azul",,Unidad,5.00000000000000000000,148.90000000000000000000,148.90000000000000000000,21.00000000000000000000,0E-20,0E-20,744.50000000000000000000,900.85000000000000000000,191.00000000000000000000,1,15.99000000000000000000,13.90000000000000000000,0E-20,0.25000000000000000000,0,,,,0E-20,,0,,0,20000,0E-20,1908-S,NAC,MERCADERÍA,0,,,0,,,,,0,,0,NAC,IVA21,,0,744.50000000000000000000,148.90000000000000000000,0,744.50000000000000000000,0E-20,IVA21,0,,0,,2022-01-09,,0E-20,1,,0,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,,,,,,1.00000000000000000000,UDS,5.00000000000000000000,1753-01-01,0,,0E-20,0,0,,,,,0,,,,0,,SILLA,0,,,1908-S,UDS,2,20000,,1,0E-20,0E-20,0E-20,,,,0,0E-20,0,0369F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:45.393,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:45.393,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1d`',108017,20000,20000,2,1988-S,,MERCADERÍA,2022-01-01,"Silla inv. SEUL, roja",,Unidad,5.00000000000000000000,151.10000000000000000000,151.10000000000000000000,21.00000000000000000000,0E-20,0E-20,755.50000000000000000000,914.15000000000000000000,193.70000000000000000000,1,9.55000000000000000000,8.30000000000000000000,0E-20,0.25000000000000000000,0,,,,0E-20,,0,,0,20000,0E-20,,NAC,MERCADERÍA,0,,,0,,,,,0,,0,NAC,IVA21,,0,755.50000000000000000000,151.10000000000000000000,0,755.50000000000000000000,0E-20,IVA21,0,,0,,2022-01-09,,0E-20,1,,0,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,,,,,,1.00000000000000000000,UDS,5.00000000000000000000,1753-01-01,0,,0E-20,0,0,,,,,0,,,,0,,SILLA,0,,,,,0,,,1,0E-20,0E-20,0E-20,,,,0,0E-20,0,0469F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:45.417,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:45.417,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1d\xf2',108018,10000,40000,2,1920-S,,MERCADERÍA,2022-01-01,Mesa de conferencia AMBERES,,Unidad,5.00000000000000000000,508.00000000000000000000,508.00000000000000000000,21.00000000000000000000,0E-20,0E-20,2540.00000000000000000000,3073.40000000000000000000,651.10000000000000000000,1,28.06000000000000000000,24.40000000000000000000,0E-20,0.90000000000000000000,0,,,,0E-20,,0,,0,40000,0E-20,,NAC,MERCADERÍA,0,,,0,,,,,0,,0,NAC,IVA21,,0,2540.00000000000000000000,508.00000000000000000000,0,2540.00000000000000000000,0E-20,IVA21,0,,0,,2022-01-09,,0E-20,17,,0,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,,,,,,1.00000000000000000000,UDS,5.00000000000000000000,1753-01-01,0,,0E-20,0,0,,,,,0,,,,0,,ESCRITORIO,0,,,,,0,,,1,0E-20,0E-20,0E-20,,,,0,0E-20,0,0569F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:45.557,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:45.557,00000000-0000-0000-0000-000000000001
b'\x00\x00\x00\x00\x00\x04\x1er',108019,10000,30000,2,1972-S,,MERCADERÍA,2022-01-01,"Silla giratoria MUNICH, amar.",,Unidad,7.00000000000000000000,148.90000000000000000000,148.90000000000000000000,0E-20,0E-20,0E-20,1042.30000000000000000000,1042.30000000000000000000,191.00000000000000000000,1,15.99000000000000000000,13.90000000000000000000,0E-20,0.25000000000000000000,0,,,,0E-20,,0,,0,30000,0E-20,,UE,MERCADERÍA,1,,,0,,,,,0,,0,UE,IVA21,,0,1042.30000000000000000000,148.90000000000000000000,0,1042.30000000000000000000,0E-20,IVA21,0,,0,,2022-01-10,,0E-20,10,,0,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,0E-20,,,,,,1.00000000000000000000,UDS,7.00000000000000000000,1753-01-01,0,,0E-20,0,0,,,,,0,,,,0,,SILLA,0,,,,,0,,,1,0E-20,0E-20,0E-20,,,,0,0E-20,0,0669F39A-28DC-ED11-884E-6045BDE98C53,2023-04-16 07:31:45.677,00000000-0000-0000-0000-000000000001,2023-04-16 07:31:45.677,00000000-0000-0000-0000-000000000001
